47;2;9;;Cardiopatías Congénitas Operables;;VALVULOPLASTIA;-279;1701141;1457540;< (menor que) 18    ;;2 Año;1701142
48;2;9;;Cardiopatías Congénitas Operables;;VALVULOPLASTIA;-279;1701142;1457540;< (menor que) 18    ;;2 Año;1701141
49;2;9;;Cardiopatías Congénitas Operables;;OTRAS CIRUGIAS CARDIACAS SIN CEC;-139;1703047;1028340;< (menor que) 18    ;;2 Año;,1703049,170305,1703054,1703055
50;2;9;;Cardiopatías Congénitas Operables;;OTRAS CIRUGIAS CARDIACAS SIN CEC;-139;1703049;1028340;< (menor que) 18    ;;2 Año;,1703047,170305,1703054,1703055
51;2;9;;Cardiopatías Congénitas Operables;;OTRAS CIRUGIAS CARDIACAS SIN CEC;-139;1703050;1028340;< (menor que) 18    ;;2 Año;,1703047,1703049,1703054,1703055
52;2;9;;Cardiopatías Congénitas Operables;;OTRAS CIRUGIAS CARDIACAS SIN CEC;-139;1703054;1028340;< (menor que) 18    ;;2 Año;,1703047,1703049,170305,1703055
53;2;9;;Cardiopatías Congénitas Operables;;OTRAS CIRUGIAS CARDIACAS SIN CEC;-139;1703055;1028340;< (menor que) 18    ;;2 Año;,1703047,1703049,170305,1703054
54;2;9;;Cardiopatías Congénitas Operables;;CIRUGIA URGENCIA PEDIATRICA SIN CEC;-22;1703150;2569630;< (menor que) 18    ;;2 Año;
55;2;9;;Cardiopatías Congénitas Operables;;CIERRE PERCUTANEO DEL DUCTOS ARTERIOSO PERSISTENTE;-13;2501124;2165330;< (menor que) 18    ;;1 Año;
56;2;9;;Cardiopatías Congénitas Operables;;CIERRE DE DUCTOS POR CIRUGIA;-11;1703051;943390;< (menor que) 18    ;;1 Año;
57;2;9;;Cardiopatías Congénitas Operables;;CIERRE DE DUCTOS POR CIRUGIA PREMATUROS;-12;1703151;1442710;< (menor que) 18    ;;1 Año;
58;2;9;;Cardiopatías Congénitas Operables;;CIERRE PERCUTANEO DE DEFECTOS CEPTALES INTRACARDIACOS CON DISPOSITIVO;-10;1703163;5644330;< (menor que) 18    ;;1 Año;
59;2;9;;Cardiopatías Congénitas Operables;;RECAMBIO MARCAPASO;-460;1703148;1817650;< (menor que) 18    ;;1 Año;
60;2;9;;Cardiopatías Congénitas Operables;;ESTUDIO ELECTROFISIOLOGICO DE ARRITMIAS;-422;1701046;677120;< (menor que) 18    ;; ;
61;2;9;;Cardiopatías Congénitas Operables;;ESTUDIO ELECTROFISIOLOGICO Y ABLACION DE ARRITMIAS;-423;1701050;1352290;< (menor que) 18    ;; ;
62;2;9;;Cardiopatías Congénitas Operables;;ESTUDIO ELECTROFISIOLOGICO Y ABLACION DE ARRITMIAS;-423;1701051;1352290;< (menor que) 18    ;; ;
63;2;9;;Cardiopatías Congénitas Operables;;IMPLANTACION DE MARCAPASO UNICAMERAL VVI;-519;1703153;1677190;< (menor que) 18    ;;1 Año;,1703253,1703148
64;2;9;;Cardiopatías Congénitas Operables;;IMPLANTACION DE MARCAPASO BICAMERAL DDD;-520;1703253;2167450;< (menor que) 18    ;;1 Año;,1703153,1703148
65;2;9;;Cardiopatías Congénitas Operables;;EVALUACION POST QUIRURGICA CARDIOPATIA CONGENITA OPERABLES;-171;3111003;110530;< (menor que) 18    ;;1 Año;
